Domain,base_host,CSE_Score,CSE_Match,Lexical_Score,CSE_Similarity,risk_bucket,reason
lendexa.co.in,lendexa.co.in,0.3015,IOCL,0.1995,0.4545,low,lexical+cse
cobygo.in,cobygo.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
tregarion.co.in,tregarion.co.in,0.3141,NIC,0.2061,0.4762,low,lexical+cse
novarion.co.in,novarion.co.in,0.315,NIC,0.1916,0.5,low,lexical+cse
solvarion.co.in,solvarion.co.in,0.3133,NIC,0.2046,0.4762,low,lexical+cse
mindfitcafe.co.in,mindfitcafe.co.in,0.3446,IOCL,0.2153,0.5385,low,lexical+cse
aplusg.co.in,aplusg.co.in,0.343,NIC,0.2013,0.5556,low,lexical+cse
i3online.in,i3online.in,0.3211,SBI,0.0684,0.7,low,lexical+cse
kaga.co.in,kaga.co.in,0.3585,NIC,0.1808,0.625,low,lexical+cse
ronvarion.co.in,ronvarion.co.in,0.3079,NIC,0.1957,0.4762,low,lexical+cse
kadapadccb.bank.in,kadapadccb.bank.in,0.3173,BoB,0.207,0.4828,low,lexical+cse
sammco.bank.in,sammco.bank.in,0.3433,BoB,0.1989,0.56,low,lexical+cse
jwx.co.in,jwx.co.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
ourevents.co.in,ourevents.co.in,0.3164,NIC,0.2098,0.4762,low,lexical+cse
rdsl.co.in,rdsl.co.in,0.3119,NIC,0.1865,0.5,low,lexical+cse
zylo.co.in,zylo.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
onlinebaniya.in,onlinebaniya.in,0.3081,SBI,0.0691,0.6667,low,lexical+cse
dsvindia.co.in,dsvindia.co.in,0.3618,IOCL,0.1971,0.6087,low,lexical+cse
irctclogin.co.in,irctclogin.co.in,0.4871,IRCTC,0.2034,0.9125,medium,lexical+cse
mfgc.co.in,mfgc.co.in,0.3585,NIC,0.1808,0.625,low,lexical+cse
burgerhub.co.in,burgerhub.co.in,0.3164,NIC,0.2098,0.4762,low,lexical+cse
2tech.co.in,2tech.co.in,0.3101,NIC,0.2031,0.4706,low,lexical+cse
whiteng.co.in,whiteng.co.in,0.3302,NIC,0.1995,0.5263,low,lexical+cse
aaon.co.in,aaon.co.in,0.3018,NIC,0.1696,0.5,low,lexical+cse
kipgo.in,kipgo.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
edmo.co.in,edmo.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
techglobal.ind.in,techglobal.ind.in,0.3067,NIC,0.2213,0.4348,low,lexical+cse
number29.co.in,number29.co.in,0.3003,NIC,0.2339,0.4,low,lexical+cse
dandelions.co.in,dandelions.co.in,0.317,SBI,0.2083,0.48,low,lexical+cse
soillife.in,soillife.in,0.3035,SBI,0.0614,0.6667,low,lexical+cse
gemeros.co.in,gemeros.co.in,0.3302,NIC,0.1995,0.5263,low,lexical+cse
blissfullife.co.in,blissfullife.co.in,0.3226,SBI,0.2177,0.48,low,lexical+cse
forever.com.in,forever.com.in,0.3205,NIC,0.2008,0.5,low,lexical+cse
tripforindia.co.in,tripforindia.co.in,0.3376,IOCL,0.217,0.5185,low,lexical+cse
bidding.co.in,bidding.co.in,0.3317,IOCL,0.1892,0.5455,low,lexical+cse
chib.co.in,chib.co.in,0.3185,ICICI,0.1752,0.5333,low,lexical+cse
legalline.co.in,legalline.co.in,0.311,NIC,0.2009,0.4762,low,lexical+cse
milky.co.in,milky.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
ura.org.in,ura.org.in,0.3074,NIC,0.1789,0.5,low,lexical+cse
pgks.co.in,pgks.co.in,0.3619,NIC,0.1865,0.625,low,lexical+cse
medcity.co.in,medcity.co.in,0.3015,ICICI,0.1995,0.4545,low,lexical+cse
brandgrove.in,brandgrove.in,0.3004,NIC,0.0795,0.6316,low,lexical+cse
webx99.co.in,webx99.co.in,0.3115,NIC,0.2228,0.4444,low,lexical+cse
gdvpn.in,gdvpn.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
golddigger.net.in,golddigger.net.in,0.3107,SBI,0.2101,0.4615,low,lexical+cse
rysen.co.in,rysen.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
clovre.in,clovre.in,0.3073,NIC,0.0678,0.6667,low,lexical+cse
talk2me.co.in,talk2me.co.in,0.3007,NIC,0.2204,0.4211,low,lexical+cse
kbi.co.in,kbi.co.in,0.3166,NIC,0.1721,0.5333,low,lexical+cse
kanth.co.in,kanth.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
hexova.in,hexova.in,0.3073,NIC,0.0678,0.6667,low,lexical+cse
securoserv.co.in,securoserv.co.in,0.3076,NIC,0.2096,0.4545,low,lexical+cse
acdcsoluciones.co.in,acdcsoluciones.co.in,0.3272,SBI,0.2236,0.4828,low,lexical+cse
redmagic.co.in,redmagic.co.in,0.324,NIC,0.2067,0.5,low,lexical+cse
gauravengg.co.in,gauravengg.co.in,0.3089,NIC,0.2118,0.4545,low,lexical+cse
gardenofpeace.org.in,gardenofpeace.org.in,0.3078,HDFC,0.2273,0.4286,low,lexical+cse
ngps.co.in,ngps.co.in,0.3585,NIC,0.1808,0.625,low,lexical+cse
nbnk.co.in,nbnk.co.in,0.3039,NIC,0.1731,0.5,low,lexical+cse
britishlearning.org.in,britishlearning.org.in,0.3099,BoB,0.2337,0.4242,low,lexical+cse
gamepower.co.in,gamepower.co.in,0.3186,NIC,0.2136,0.4762,low,lexical+cse
gohan.in,gohan.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
imlc.co.in,imlc.co.in,0.3185,ICICI,0.1752,0.5333,low,lexical+cse
stanleysindia.co.in,stanleysindia.co.in,0.3347,IOCL,0.2245,0.5,low,lexical+cse
argipl.co.in,argipl.co.in,0.3402,NIC,0.1966,0.5556,low,lexical+cse
imagestock.co.in,imagestock.co.in,0.3118,NIC,0.2166,0.4545,low,lexical+cse
ntwrk.co.in,ntwrk.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
speed55.co.in,speed55.co.in,0.3029,NIC,0.2241,0.4211,low,lexical+cse
360.gen.in,360.gen.in,0.3348,NIC,0.2247,0.5,low,lexical+cse
gryora.in,gryora.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
gssaindia.co.in,gssaindia.co.in,0.3539,IOCL,0.2009,0.5833,low,lexical+cse
astagalaxy.co.in,astagalaxy.co.in,0.3097,NIC,0.2131,0.4545,low,lexical+cse
astaindia.co.in,astaindia.co.in,0.353,IOCL,0.1995,0.5833,low,lexical+cse
pkt.co.in,pkt.co.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
newtechups.co.in,newtechups.co.in,0.3118,PNB,0.2166,0.4545,low,lexical+cse
mgbiotech.co.in,mgbiotech.co.in,0.3164,NIC,0.2098,0.4762,low,lexical+cse
hdfcloanservies.in,hdfcloanservies.in,0.3863,HDFC,0.0958,0.8222,low,lexical+cse
bobabada.in,bobabada.in,0.3817,BoB,0.0544,0.8727,low,lexical+cse
sveindia.co.in,sveindia.co.in,0.3642,IOCL,0.2012,0.6087,low,lexical+cse
aserp.co.in,aserp.co.in,0.3047,NIC,0.1941,0.4706,low,lexical+cse
srijanjhk.org.in,srijanjhk.org.in,0.3045,BoB,0.2112,0.4444,low,lexical+cse
oddo.co.in,oddo.co.in,0.3005,NIC,0.1675,0.5,low,lexical+cse
wowindya.co.in,wowindya.co.in,0.3279,IOCL,0.1987,0.5217,low,lexical+cse
rsbinfra.in,rsbinfra.in,0.3871,SBI,0.0633,0.8727,low,lexical+cse
bobababa.co.in,bobababa.co.in,0.4368,BoB,0.1851,0.8143,low,lexical+cse
bobababa.in,bobababa.in,0.3767,BoB,0.0461,0.8727,low,lexical+cse
uspconsulting.co.in,uspconsulting.co.in,0.305,SBI,0.2226,0.4286,low,lexical+cse
wildflowerliving.co.in,wildflowerliving.co.in,0.302,HDFC,0.2366,0.4,low,lexical+cse
lebbiska.co.in,lebbiska.co.in,0.316,BoB,0.2067,0.48,low,lexical+cse
vvyy.co.in,vvyy.co.in,0.3051,NIC,0.1752,0.5,low,lexical+cse
gblegends.co.in,gblegends.co.in,0.3164,NIC,0.2098,0.4762,low,lexical+cse
meragaadi.co.in,meragaadi.co.in,0.3155,NIC,0.2084,0.4762,low,lexical+cse
bcit.co.in,bcit.co.in,0.3185,ICICI,0.1752,0.5333,low,lexical+cse
onlinelr.in,onlinelr.in,0.3138,SBI,0.0563,0.7,low,lexical+cse
gemsshree.co.in,gemsshree.co.in,0.3155,NIC,0.2084,0.4762,low,lexical+cse
lovee.in,lovee.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
tmm.org.in,tmm.org.in,0.3074,NIC,0.1789,0.5,low,lexical+cse
agicann.co.in,agicann.co.in,0.3215,NIC,0.1849,0.5263,low,lexical+cse
nrglines.in,nrglines.in,0.3168,SBI,0.0614,0.7,low,lexical+cse
globaldrive.co.in,globaldrive.co.in,0.3426,NIC,0.2232,0.5217,low,lexical+cse
shoma.co.in,shoma.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
fepl.business.in,fepl.business.in,0.3102,SBI,0.197,0.48,low,lexical+cse
speakfrenchtoday.co.in,speakfrenchtoday.co.in,0.3134,BoB,0.2478,0.4118,low,lexical+cse
globalroots.co.in,globalroots.co.in,0.3038,NIC,0.2165,0.4348,low,lexical+cse
oasisindia.net.in,oasisindia.net.in,0.3375,IOCL,0.2035,0.5385,low,lexical+cse
ovira.in,ovira.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
tulsibaug.co.in,tulsibaug.co.in,0.3186,NIC,0.2136,0.4762,low,lexical+cse
mtdconline.co.in,mtdconline.co.in,0.349,SBI,0.2083,0.56,low,lexical+cse
pbslegal.co.in,pbslegal.co.in,0.3264,NIC,0.2107,0.5,low,lexical+cse
truckindia.co.in,truckindia.co.in,0.3511,IOCL,0.2118,0.56,low,lexical+cse
golftrade.co.in,golftrade.co.in,0.3209,NIC,0.2173,0.4762,low,lexical+cse
pnrstatusirctc.in,pnrstatusirctc.in,0.4057,IRCTC,0.0802,0.8941,low,lexical+cse
pbsk.co.in,pbsk.co.in,0.3119,NIC,0.1865,0.5,low,lexical+cse
gotripping.co.in,gotripping.co.in,0.3047,NIC,0.2047,0.4545,low,lexical+cse
akspl.co.in,akspl.co.in,0.3047,NIC,0.1941,0.4706,low,lexical+cse
jdcpl.co.in,jdcpl.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
ag17.in,ag17.in,0.304,NIC,0.0964,0.6154,low,lexical+cse
modernglowinteriors.co.in,modernglowinteriors.co.in,0.3138,SBI,0.2485,0.4118,low,lexical+cse
ngsss.co.in,ngsss.co.in,0.3414,NIC,0.1768,0.5882,low,lexical+cse
digilocker.co.in,digilocker.co.in,0.3089,NIC,0.2118,0.4545,low,lexical+cse
panktiindustries.co.in,panktiindustries.co.in,0.3035,PNB,0.2392,0.4,low,lexical+cse
abayaonline.co.in,abayaonline.co.in,0.3418,SBI,0.2107,0.5385,low,lexical+cse
sunchemindia.co.in,sunchemindia.co.in,0.3399,IOCL,0.2209,0.5185,low,lexical+cse
hay88.co.in,hay88.co.in,0.3185,NIC,0.2171,0.4706,low,lexical+cse
ko66.co.in,ko66.co.in,0.3234,NIC,0.2057,0.5,low,lexical+cse
vibranthousing.co.in,vibranthousing.co.in,0.3209,BoB,0.2338,0.4516,low,lexical+cse
saisecurity.co.in,saisecurity.co.in,0.313,ICICI,0.2186,0.4545,low,lexical+cse
vrva.co.in,vrva.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
thoa.co.in,thoa.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
optimumfitness.co.in,optimumfitness.co.in,0.303,SBI,0.2292,0.4138,low,lexical+cse
aivu.co.in,aivu.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
hdfcergorenewalinsurancepolicys.in,hdfcergorenewalinsurancepolicys.in,0.4087,HDFC,0.1244,0.8353,low,lexical+cse
gm-sbi.co.in,gm-sbi.co.in,0.4602,SBI,0.2003,0.85,medium,lexical+cse
hassandccbank.bank.in,hassandccbank.bank.in,0.3247,HDFC,0.2194,0.4828,low,lexical+cse
ecovac.in,ecovac.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
dungarpurccb.bank.in,dungarpurccb.bank.in,0.3159,BoB,0.2254,0.4516,low,lexical+cse
karnavati.bank.in,karnavati.bank.in,0.321,BoB,0.2016,0.5,low,lexical+cse
meghalite.co.in,meghalite.co.in,0.3186,NIC,0.2136,0.4762,low,lexical+cse
uchagaonkar.co.in,uchagaonkar.co.in,0.3031,NIC,0.2153,0.4348,low,lexical+cse
dccbgwalior.bank.in,dccbgwalior.bank.in,0.3489,BoB,0.2259,0.5333,low,lexical+cse
sbisaving.in,sbisaving.in,0.3778,SBI,0.0631,0.85,low,lexical+cse
goyalvisa.in,goyalvisa.in,0.3112,NIC,0.0742,0.6667,low,lexical+cse
adspiremedia.co.in,adspiremedia.co.in,0.311,IOCL,0.222,0.4444,low,lexical+cse
amore.ind.in,amore.ind.in,0.3045,IOCL,0.19,0.4762,low,lexical+cse
houseofbrand.co.in,houseofbrand.co.in,0.3025,BoB,0.2283,0.4138,low,lexical+cse
sorvaa.in,sorvaa.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
hylos.co.in,hylos.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
man4u.co.in,man4u.co.in,0.3101,NIC,0.2031,0.4706,low,lexical+cse
rugrsil.co.in,rugrsil.co.in,0.3302,NIC,0.1995,0.5263,low,lexical+cse
digiroute.co.in,digiroute.co.in,0.3155,NIC,0.2084,0.4762,low,lexical+cse
rangarealty.co.in,rangarealty.co.in,0.3051,NIC,0.2186,0.4348,low,lexical+cse
4xhub.co.in,4xhub.co.in,0.3131,NIC,0.2082,0.4706,low,lexical+cse
2lot.co.in,2lot.co.in,0.3177,NIC,0.1961,0.5,low,lexical+cse
fundamentumvc.co.in,fundamentumvc.co.in,0.3086,IOCL,0.2285,0.4286,low,lexical+cse
belioraconsulting.co.in,belioraconsulting.co.in,0.3108,BoB,0.2434,0.4118,low,lexical+cse
zingabaad.co.in,zingabaad.co.in,0.3133,NIC,0.2046,0.4762,low,lexical+cse
zingabad.co.in,zingabad.co.in,0.3216,NIC,0.2027,0.5,low,lexical+cse
vexel.co.in,vexel.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
spcurtaindesigner.co.in,spcurtaindesigner.co.in,0.3216,IOCL,0.2443,0.4375,low,lexical+cse
srkec.co.in,srkec.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
countyverse.ind.in,countyverse.ind.in,0.3006,NIC,0.2233,0.4167,low,lexical+cse
countyverse.co.in,countyverse.co.in,0.3058,NIC,0.2199,0.4348,low,lexical+cse
countyverse.org.in,countyverse.org.in,0.3013,NIC,0.2245,0.4167,low,lexical+cse
greenvilla.org.in,greenvilla.org.in,0.3007,NIC,0.2114,0.4348,low,lexical+cse
yawn.co.in,yawn.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
shrisaisankalpsouharda.co.in,shrisaisankalpsouharda.co.in,0.3148,BoB,0.2579,0.4,low,lexical+cse
purnagummies.co.in,purnagummies.co.in,0.3025,NIC,0.2263,0.4167,low,lexical+cse
gpmahaegram.co.in,gpmahaegram.co.in,0.3051,NIC,0.2186,0.4348,low,lexical+cse
vedu.tv.in,vedu.tv.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
arginfra.co.in,arginfra.co.in,0.3192,NIC,0.1987,0.5,low,lexical+cse
aquabright.co.in,aquabright.co.in,0.3139,NIC,0.2201,0.4545,low,lexical+cse
flowline.co.in,flowline.co.in,0.3279,SBI,0.1987,0.5217,low,lexical+cse
absa.co.in,absa.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
babahonda.co.in,babahonda.co.in,0.3279,BoB,0.2009,0.5185,low,lexical+cse
galaxyinfra.co.in,galaxyinfra.co.in,0.3051,NIC,0.2186,0.4348,low,lexical+cse
gennz.co.in,gennz.co.in,0.3445,NIC,0.1819,0.5882,low,lexical+cse
eqp.co.in,eqp.co.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
jnsonline.in,jnsonline.in,0.3028,SBI,0.0601,0.6667,low,lexical+cse
raa.co.in,raa.co.in,0.3166,NIC,0.1721,0.5333,low,lexical+cse
belvaaseniorcare.co.in,belvaaseniorcare.co.in,0.3061,BoB,0.2356,0.4118,low,lexical+cse
snas.co.in,snas.co.in,0.3051,NIC,0.1752,0.5,low,lexical+cse
bni.org.in,bni.org.in,0.304,NIC,0.1733,0.5,low,lexical+cse
joggo.in,joggo.in,0.3143,NIC,0.0476,0.7143,low,lexical+cse
mandikart.co.in,mandikart.co.in,0.3259,IOCL,0.2098,0.5,low,lexical+cse
kcma.org.in,kcma.org.in,0.3036,NIC,0.1922,0.4706,low,lexical+cse
zorven.in,zorven.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
c0in.co.in,c0in.co.in,0.3242,ICICI,0.1848,0.5333,low,lexical+cse
dashboards.co.in,dashboards.co.in,0.3018,SBI,0.2131,0.4348,low,lexical+cse
upstage.co.in,upstage.co.in,0.3354,NIC,0.2082,0.5263,low,lexical+cse
minus.ind.in,minus.ind.in,0.3063,PNB,0.1771,0.5,low,lexical+cse
airtelxstreamfiberconnectionbhopal.in,airtelxstreamfiberconnectionbhopal.in,0.3806,Airtel,0.1263,0.7622,low,lexical+cse
geosync.co.in,geosync.co.in,0.3276,NIC,0.1952,0.5263,low,lexical+cse
movieshop.co.in,movieshop.co.in,0.3155,NIC,0.2084,0.4762,low,lexical+cse
aysindia.co.in,aysindia.co.in,0.3618,IOCL,0.1971,0.6087,low,lexical+cse
ikan.com.in,ikan.com.in,0.3092,IOCL,0.182,0.5,low,lexical+cse
ovita.in,ovita.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
biokisan.co.in,biokisan.co.in,0.327,IOCL,0.1971,0.5217,low,lexical+cse
bcd.org.in,bcd.org.in,0.3107,NIC,0.1846,0.5,low,lexical+cse
garudachala.co.in,garudachala.co.in,0.3038,NIC,0.2165,0.4348,low,lexical+cse
xeq.co.in,xeq.co.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
bbylenskart.co.in,bbylenskart.co.in,0.3073,BoB,0.2265,0.4286,low,lexical+cse
gold.io.in,gold.io.in,0.3551,NIC,0.1752,0.625,low,lexical+cse
nourishindia.co.in,nourishindia.co.in,0.3369,IOCL,0.2158,0.5185,low,lexical+cse
21games.co.in,21games.co.in,0.3502,NIC,0.2327,0.5263,low,lexical+cse
rechgo.in,rechgo.in,0.3073,NIC,0.0678,0.6667,low,lexical+cse
damacislandsproject.co.in,damacislandsproject.co.in,0.3079,ICICI,0.2539,0.3889,low,lexical+cse
damacislands.co.in,damacislands.co.in,0.3073,IOCL,0.2158,0.4444,low,lexical+cse
damacislands-phase2online.co.in,damacislands-phase2online.co.in,0.3095,SBI,0.2825,0.35,low,lexical+cse
damacislands-2.co.in,damacislands-2.co.in,0.3105,IOCL,0.2417,0.4138,low,lexical+cse
damac-islands.co.in,damac-islands.co.in,0.3072,IOCL,0.2263,0.4286,low,lexical+cse
damacislandsphase2project.co.in,damacislandsphase2project.co.in,0.3039,ICICI,0.2843,0.3333,low,lexical+cse
damacislandsofficial.co.in,damacislandsofficial.co.in,0.3072,IOCL,0.2453,0.4,low,lexical+cse
amstechnologies.co.in,amstechnologies.co.in,0.3013,SBI,0.2355,0.4,low,lexical+cse
king-thimbles.co.in,king-thimbles.co.in,0.3029,NIC,0.2382,0.4,low,lexical+cse
jmu.co.in,jmu.co.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
grabai.co.in,grabai.co.in,0.3374,NIC,0.1919,0.5556,low,lexical+cse
gloid.in,gloid.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
rajputglobalventures.co.in,rajputglobalventures.co.in,0.3081,NIC,0.2635,0.375,low,lexical+cse
balajimover.co.in,balajimover.co.in,0.3078,NIC,0.2232,0.4348,low,lexical+cse
indiajob.co.in,indiajob.co.in,0.3618,IOCL,0.1971,0.6087,low,lexical+cse
hindustan.org.in,hindustan.org.in,0.352,IOCL,0.2134,0.56,low,lexical+cse
aweb.co.in,aweb.co.in,0.3119,NIC,0.1865,0.5,low,lexical+cse
ad1.co.in,ad1.co.in,0.3303,NIC,0.195,0.5333,low,lexical+cse
1ads.co.in,1ads.co.in,0.321,NIC,0.2017,0.5,low,lexical+cse
2go.co.in,2go.co.in,0.3799,NIC,0.1887,0.6667,low,lexical+cse
udh.co.in,udh.co.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
pol.ai.in,pol.ai.in,0.3166,NIC,0.1721,0.5333,low,lexical+cse
baird.co.in,baird.co.in,0.3016,NIC,0.189,0.4706,low,lexical+cse
goodsk.in,goodsk.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
groworbit.co.in,groworbit.co.in,0.3133,NIC,0.2046,0.4762,low,lexical+cse
gprui.co.in,gprui.co.in,0.3487,NIC,0.189,0.5882,low,lexical+cse
genuineparts.co.in,genuineparts.co.in,0.3129,SBI,0.2252,0.4444,low,lexical+cse
oktiles.co.in,oktiles.co.in,0.3015,SBI,0.1995,0.4545,low,lexical+cse
beehotravels.co.in,beehotravels.co.in,0.3036,NIC,0.2283,0.4167,low,lexical+cse
karolikonnect.co.in,karolikonnect.co.in,0.3043,SBI,0.2215,0.4286,low,lexical+cse
atswebindia.co.in,atswebindia.co.in,0.3465,IOCL,0.2186,0.5385,low,lexical+cse
kgronlineexams.in,kgronlineexams.in,0.3002,SBI,0.0901,0.6154,low,lexical+cse
gosply.in,gosply.in,0.3073,NIC,0.0678,0.6667,low,lexical+cse
a11club.co.in,a11club.co.in,0.3029,NIC,0.2241,0.4211,low,lexical+cse
poidev.in,poidev.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
jsonlinestore.in,jsonlinestore.in,0.303,SBI,0.0783,0.64,low,lexical+cse
udgama.co.in,udgama.co.in,0.3402,NIC,0.1966,0.5556,low,lexical+cse
goljyu.in,goljyu.in,0.3073,NIC,0.0678,0.6667,low,lexical+cse
kirtan.co.in,kirtan.co.in,0.3056,IOCL,0.1919,0.4762,low,lexical+cse
urvaa198.co.in,urvaa198.co.in,0.3073,NIC,0.2454,0.4,low,lexical+cse
gatiexpressmovers.co.in,gatiexpressmovers.co.in,0.3136,NIC,0.2468,0.4138,low,lexical+cse
rightdoctor.co.in,rightdoctor.co.in,0.3011,NIC,0.212,0.4348,low,lexical+cse
fcos.co.in,fcos.co.in,0.3051,NIC,0.1752,0.5,low,lexical+cse
rabbitherbalhairoil.co.in,rabbitherbalhairoil.co.in,0.302,BoB,0.244,0.3889,low,lexical+cse
gallerywhite.co.in,gallerywhite.co.in,0.3043,NIC,0.2295,0.4167,low,lexical+cse
help100.co.in,help100.co.in,0.3128,NIC,0.2407,0.4211,low,lexical+cse
mrda.co.in,mrda.co.in,0.3119,NIC,0.1865,0.5,low,lexical+cse
bndca.co.in,bndca.co.in,0.3103,IOCL,0.1839,0.5,low,lexical+cse
sppinindia.co.in,sppinindia.co.in,0.3541,PNB,0.2012,0.5833,low,lexical+cse
rgtpalakkad.co.in,rgtpalakkad.co.in,0.3071,NIC,0.2219,0.4348,low,lexical+cse
srim.co.in,srim.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
ayaan249.co.in,ayaan249.co.in,0.3015,NIC,0.2359,0.4,low,lexical+cse
slcargopvtltd.co.in,slcargopvtltd.co.in,0.3316,NIC,0.2326,0.48,low,lexical+cse
bgmi-apk.com.in,bgmi-apk.com.in,0.3197,NIC,0.2154,0.4762,low,lexical+cse
bwcl.co.in,bwcl.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
kavitaalhat.co.in,kavitaalhat.co.in,0.3019,NIC,0.2132,0.4348,low,lexical+cse
jsmgreentech.co.in,jsmgreentech.co.in,0.3018,NIC,0.2252,0.4167,low,lexical+cse
bonkerz.co.in,bonkerz.co.in,0.3197,BoB,0.1995,0.5,low,lexical+cse
waw4dnovember.co.in,waw4dnovember.co.in,0.3051,NIC,0.2418,0.4,low,lexical+cse
srntgroups.co.in,srntgroups.co.in,0.3097,NIC,0.2131,0.4545,low,lexical+cse
ka9.co.in,ka9.co.in,0.3303,NIC,0.195,0.5333,low,lexical+cse
srntgroup.co.in,srntgroup.co.in,0.3164,NIC,0.2098,0.4762,low,lexical+cse
ka9game.co.in,ka9game.co.in,0.3402,NIC,0.2161,0.5263,low,lexical+cse
itbe.co.in,itbe.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
ka9games.co.in,ka9games.co.in,0.3334,NIC,0.2223,0.5,low,lexical+cse
bat4uindia.co.in,bat4uindia.co.in,0.3573,IOCL,0.2222,0.56,low,lexical+cse
versecountyindia.co.in,versecountyindia.co.in,0.3251,IOCL,0.2407,0.4516,low,lexical+cse
county-verse.co.in,county-verse.co.in,0.3047,NIC,0.23,0.4167,low,lexical+cse
pdss.co.in,pdss.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
indiansectors.co.in,indiansectors.co.in,0.3615,IOCL,0.2215,0.5714,low,lexical+cse
indiansector.co.in,indiansector.co.in,0.3677,IOCL,0.2177,0.5926,low,lexical+cse
g000.in,g000.in,0.305,NIC,0.0981,0.6154,low,lexical+cse
fair91.co.in,fair91.co.in,0.3115,NIC,0.2228,0.4444,low,lexical+cse
playinexxchange.co.in,playinexxchange.co.in,0.3013,IOCL,0.2355,0.4,low,lexical+cse
o91.in,o91.in,0.3236,NIC,0.0949,0.6667,low,lexical+cse
uwud.co.in,uwud.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
phoenixscientificsuppliers.co.in,phoenixscientificsuppliers.co.in,0.3003,SBI,0.2728,0.3415,low,lexical+cse
vol.er.in,vol.er.in,0.3203,NIC,0.1783,0.5333,low,lexical+cse
in7gamesvip.co.in,in7gamesvip.co.in,0.313,NIC,0.2319,0.4348,low,lexical+cse
designdoves.co.in,designdoves.co.in,0.3366,NIC,0.2132,0.5217,low,lexical+cse
goexch5.in,goexch5.in,0.3032,NIC,0.0887,0.625,low,lexical+cse
wtfgoa.in,wtfgoa.in,0.3073,NIC,0.0678,0.6667,low,lexical+cse
goea.org.in,goea.org.in,0.3445,NIC,0.182,0.5882,low,lexical+cse
indianglobal.co.in,indianglobal.co.in,0.3362,IOCL,0.2146,0.5185,low,lexical+cse
daulatagri.co.in,daulatagri.co.in,0.311,NIC,0.2153,0.4545,low,lexical+cse
gurgaonluxuryproperties.co.in,gurgaonluxuryproperties.co.in,0.3085,SBI,0.2685,0.3684,low,lexical+cse
ovola.in,ovola.in,0.3185,NIC,0.0546,0.7143,low,lexical+cse
iown.co.in,iown.co.in,0.3018,NIC,0.1696,0.5,low,lexical+cse
brightscale.co.in,brightscale.co.in,0.3098,NIC,0.2265,0.4348,low,lexical+cse
tofe.co.in,tofe.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
sachchikhabar.co.in,sachchikhabar.co.in,0.3037,ICICI,0.2204,0.4286,low,lexical+cse
mpsgroup.co.in,mpsgroup.co.in,0.324,NIC,0.2067,0.5,low,lexical+cse
nrg25.co.in,nrg25.co.in,0.3656,NIC,0.2171,0.5882,low,lexical+cse
slh.org.in,slh.org.in,0.3107,NIC,0.1846,0.5,low,lexical+cse
bet30.co.in,bet30.co.in,0.3216,NIC,0.2223,0.4706,low,lexical+cse
plingora.co.in,plingora.co.in,0.3216,NIC,0.2027,0.5,low,lexical+cse
magiko.in,magiko.in,0.3036,NIC,0.0615,0.6667,low,lexical+cse
